time_of_day,day_of_week,weather_score,surge_multiplier,supply,demand
18.0,2.0,0.14988047892925382,1.1906649232896718,138.3021468881378,151.91926651220973
2.0,4.0,-0.769015861936311,2.7730313204788404,172.2278174242579,48.43860605247369
7.0,4.0,-0.6328690884942025,2.9066650469610416,191.3742386754103,72.91520584751862
2.0,6.0,-0.2816074988351407,1.1117808869145953,143.12549399643012,128.599642830268
10.0,6.0,0.11333843798384646,1.19844756254244,151.37359046867616,151.63116427564336
23.0,6.0,0.08292325832718972,1.91531820878458,155.52939040337282,108.39815248393943
3.0,0.0,0.007971169536890255,2.549863757971139,172.35883439386728,84.56405466726031
9.0,3.0,0.9145206260374439,2.2320566330441656,175.11064030274153,120.7374316339893
9.0,3.0,0.018682185887642033,1.6634406009873497,158.7065790438188,135.66454734824984
21.0,3.0,0.46619227502739635,2.193682314571716,172.56765380164765,108.7396085398022
4.0,6.0,-0.3314004588219037,2.5959248194708078,178.06250204280786,62.13473970455371
12.0,5.0,0.4886673437494031,2.8429974558776356,203.45595391678285,75.67963949902492
6.0,0.0,0.4957812467880023,1.27664852823131,152.2674044108505,155.55776071959053
0.0,6.0,0.33913074770283425,2.6860408328753227,191.26821965954863,70.11759112263559
18.0,3.0,0.5085914979975392,2.2958206730037034,185.79293493090853,133.11178607653272
1.0,3.0,0.1447133917676371,2.0726077131790985,157.3625706102464,120.14013927471244
6.0,5.0,0.7112791505121008,1.8815539306830562,171.41951419627588,125.84554160481088
11.0,1.0,0.6650678694931462,2.0216090206952364,166.12667718016536,133.27588391702372
11.0,3.0,-0.8072204522017548,1.9174500424620051,152.95881937209356,93.49354658370105
2.0,3.0,-0.10328842528771465,2.341381394948103,161.14756748511994,100.3912255693005
23.0,5.0,-0.7586558712023004,2.824062813727328,176.3740311483047,64.93382986686655
17.0,4.0,0.901078078583414,1.473764535461446,149.9974080181674,169.7011227389912
23.0,2.0,-0.13021760744192257,1.0041287651282034,118.0252371808609,155.88097398153224
2.0,0.0,-0.5598433637984332,1.0515160942599069,126.1932118342188,133.39583093612077
17.0,2.0,0.6752570834451361,2.823393252653469,193.18768733882817,109.83020650546875
7.0,6.0,-0.8255676808075421,2.8576653989623235,181.68682285963615,62.43031096568016
12.0,0.0,-0.6918261027082229,2.7502980017582157,168.41787311688577,63.26767645749454
22.0,6.0,0.3576598734990737,2.1649462448219854,176.80927838780147,100.38641951072736
6.0,3.0,0.014846645777648604,2.170423790479033,178.3804600585237,104.21612537240475
17.0,3.0,-0.4654106674568381,1.8078205515946186,152.02803401597143,123.70917410252177
3.0,6.0,0.15255953852435766,1.675639381842025,157.74372376756997,117.8627280734258
7.0,6.0,-0.5852326523769367,2.866445723246079,201.29143873325313,72.38412067750028
23.0,6.0,-0.38152877820530473,2.0606774517973685,169.46645280752017,99.92802192077606
10.0,6.0,0.22212122828178948,1.5504187122023256,155.60441520800785,140.8960309494693
12.0,0.0,0.7658643095803568,2.3144527663043624,176.64254875534036,107.29559540399295
7.0,6.0,0.4063565455478213,1.1833198051785447,153.9848031143309,159.55731153680574
2.0,0.0,0.28645556828445984,2.367377089933231,171.02500691795706,93.78931077701323
10.0,0.0,0.4932942741433719,1.5448233700515437,157.2771347532285,123.31769991494177
14.0,0.0,-0.24324843873623214,2.3882287212448423,165.47874357219422,80.8046493366587
10.0,4.0,0.9619561204077465,1.963855519250125,175.01257333752477,149.08618560845537
18.0,6.0,0.22252036001586784,2.722367112766266,190.07113365336366,84.06578169853061
8.0,1.0,-0.4848774489767884,2.513242764898548,174.29762740127714,92.31121214560004
14.0,2.0,-0.9280695043002911,2.9665209795835406,177.8783877575213,42.78508629393016
18.0,2.0,-0.7764888294082157,2.1613441725572935,160.40659911706075,89.49874752592405
22.0,1.0,-0.6029816967704187,2.6524292360142923,173.48198799975992,74.27169756430413
10.0,3.0,0.4687452780203487,2.3174275850992423,175.31439344477107,105.39131790314485
0.0,5.0,0.6290423289452289,2.473472373881166,192.5395999101401,81.9459437304249
17.0,4.0,0.8509056900975507,2.7908799855068884,182.9444028111862,95.29715220585081
12.0,2.0,0.28582047035513836,1.6258534819899761,155.09808146406797,121.36633831827385
20.0,2.0,-0.4054460200489787,2.5923485276012697,177.23678606224468,92.4687479690049
11.0,2.0,0.6777381786869772,2.8536757743118972,203.3722991312531,89.53482437424745
8.0,2.0,0.9069403397676021,2.978028890328357,202.4779598521936,94.03251579415878
1.0,4.0,0.3938076800751664,1.2916360976096994,146.25000685885328,155.37463972720823
10.0,6.0,-0.8552839200583864,1.5624563636380024,153.7208282508973,121.52359239441685
15.0,6.0,-0.1780360464360613,1.8493577466309759,144.13418683126534,118.23213955574982
18.0,0.0,-0.5021127403834038,1.7616983412072207,131.40829608382214,132.13842927786658
20.0,1.0,0.8785210237719421,2.87493827225284,187.7037263456181,78.31858795403572
5.0,0.0,0.6222467822521427,1.0502573681151675,141.03596198758981,153.05960003726022
14.0,1.0,-0.8601457757395745,2.7929759662921376,182.07746111615512,56.87324245637359
19.0,4.0,0.21886386064372232,1.169726071864044,143.81590321651427,155.288730677579
6.0,1.0,0.9702951662343557,2.875090062366409,202.0500351517834,84.59205903834324
8.0,4.0,0.047612254039600455,2.8425919832638096,190.58571807396385,87.35921589193784
20.0,6.0,0.7788826885333635,1.9645556384806648,167.65508806003447,130.73176761433672
13.0,4.0,0.6246613544252377,1.3484018259639927,146.55383742429922,148.8991480940737
12.0,3.0,-0.05692520226800024,1.3829574303440522,135.26230469600537,120.81107114869572
16.0,6.0,-0.11598320721557043,1.5188246067002495,147.25265066102116,139.0239816027573
12.0,5.0,-0.6766976244962457,2.6978346825333785,184.4936119538574,57.324951582265165
23.0,2.0,-0.29106085977331264,2.081498381114943,152.4598020306565,100.56705799553583
18.0,1.0,-0.6172666486840341,2.7496492186781682,169.74088822264807,87.27509678012426
1.0,3.0,0.6914151677035552,2.509303966514617,180.23023538324023,98.36788166773826
3.0,6.0,0.2068065423864427,2.935407761661382,201.59930622619788,74.12694855861982
13.0,6.0,0.8724845426969365,2.322753872254956,187.08874578971412,116.16352901887359
19.0,2.0,-0.1792915649497504,1.3400887513526987,138.47978415895102,156.69163114632383
1.0,6.0,0.403418641757066,2.0938779827561076,180.14480129616572,98.59002106896409
16.0,4.0,0.666300372058577,2.478567696584179,172.42816157185223,101.56883958355559
18.0,5.0,-0.9742454392879494,1.7158088621634267,145.87624149766654,126.31985183100137
18.0,1.0,-0.35429211291981577,2.999554936893592,183.56395608727837,78.88075488580792
20.0,5.0,-0.12754041649342107,1.4345255273852842,147.77843757543525,144.40321236459408
4.0,3.0,0.8572068880491632,2.85326080412446,201.4844536770706,86.8990992474249
13.0,0.0,0.740977713586948,1.9798675829884804,162.97195586377674,114.26353919638797
19.0,5.0,-0.8309835145024358,2.689549625866003,175.98790608292492,80.9076476302934
8.0,0.0,0.9109182340320343,2.0657040715457184,164.85755297151334,123.14206233597479
4.0,1.0,0.25380761783631867,2.101225961547443,173.51904425346908,104.30862137244036
11.0,4.0,-0.8561328518491651,2.414347003327997,168.01530232765657,74.85474297316722
1.0,6.0,0.38024449765528745,2.0481434529360647,175.1742657916992,104.44866867861825
5.0,2.0,0.7107252600647131,1.8969404454069982,175.11561436086507,121.09408024517032
20.0,5.0,-0.4822894335872294,1.237501948738559,133.4890497655142,152.9351830856437
16.0,5.0,-0.3546768855283575,2.3454514387401453,169.95273847467703,91.82480378061916
20.0,4.0,-0.4446146200611931,2.9200868284986523,186.31351941192332,57.873298185244806
20.0,1.0,0.40501479510688543,2.8852517522790713,193.3913636609439,92.13233290908704
21.0,5.0,0.4365583419520378,1.0939479866361919,145.70397702831042,147.7725074960704
7.0,0.0,0.5486984612829318,1.8734243195644285,165.2080241454666,133.6493331784297
11.0,1.0,0.8420822628216846,2.1914469735539948,183.4864037181606,124.06323808661055
14.0,5.0,-0.6363435028220745,1.19749443822516,139.99459808092936,131.6345006598628
6.0,0.0,0.4164958635109177,2.421265892331903,173.73972662865776,94.73881777012451
22.0,5.0,0.29140597862658835,1.8667260066411564,151.09538813272297,123.89042583655468
0.0,2.0,-0.4747578353659361,1.2596565259866395,133.63660686398507,121.7755956761537
20.0,3.0,0.9506169630518595,1.4252956115280435,160.02988420536855,150.86665956335375
15.0,0.0,-0.0460795496628037,1.0366859946070253,132.05431096755515,154.54171362545156
6.0,1.0,0.8976549513844363,1.4602144181839232,142.7240090683779,151.06712768966523
17.0,2.0,0.9435475862073246,2.401052292323471,171.7847077484591,128.00291251133206
9.0,6.0,0.8000961916772611,1.9867714862900836,177.2777352274439,133.31420343410954
20.0,5.0,-0.08102928003981358,1.4675685959201696,138.80974126269186,144.2383065285167
23.0,0.0,-0.440446419704956,1.5055055594434426,149.26858401791353,129.7515387085876
6.0,1.0,0.17152387871071983,1.9466444078481504,166.2105139616605,107.70401636516954
11.0,4.0,-0.10092833409472246,2.4665921201799743,174.81145474938634,76.58727906111554
5.0,0.0,-0.06359683631085589,2.956747986080052,198.12458578714546,74.23680028051967
16.0,5.0,-0.511837312596142,1.9974685404596533,160.09087267374238,116.06874722765545
15.0,5.0,0.6845061508045667,1.8865468431049195,161.6277039790151,126.49636084133589
20.0,0.0,0.46144818647456254,1.7583020600202992,150.77795914337543,136.01724170769793
19.0,6.0,0.7306191957597468,2.6430811792189584,190.58204585402643,113.18319259251756
23.0,6.0,0.06307765183705549,2.1522976773464126,173.88264206527404,106.60594309561782
23.0,2.0,-0.8146725367178331,2.8316191841941345,171.50833041951645,49.55381508176302
21.0,4.0,0.724617879051296,2.096425562073586,174.51990514150305,120.19498288140815
3.0,1.0,-0.8614975967827754,1.3978385012775119,150.76820310929293,112.0817529351818
1.0,5.0,-0.6909679810399334,1.2102305933257653,139.139074670061,115.98849548883086
11.0,6.0,0.8882402600499708,2.0760833602035538,181.06618979531444,111.69591974844568
8.0,4.0,0.12300954851946622,1.3813298432529904,147.7900253623214,148.1133256873765
21.0,0.0,0.34999482073278165,2.3970653880045423,175.77334241273644,91.4387191036093
19.0,5.0,0.6419853343756465,2.5660118905387015,188.63551543860714,102.86346900917226
10.0,2.0,0.32911427137023996,2.5548021227390465,166.99263057593288,97.78215331243895
13.0,2.0,-0.1120574238245362,1.8124787339575479,165.52962440334503,103.84004950234561
14.0,5.0,0.08599883589161728,2.1016915297417205,171.80024321417,104.8408203181379
21.0,4.0,-0.20303241265546168,1.4533311213116318,120.21547725559756,129.67343124795235
0.0,5.0,0.1543808499411783,2.0378536291096983,160.6199324408637,104.7448606835437
11.0,1.0,-0.9955859385800556,2.6345149564113406,159.34514228223938,71.27864211986699
16.0,5.0,0.01653219241348447,2.278421608608252,184.63820255321752,110.32383915796595
10.0,2.0,-0.9523564348085158,2.334321451743434,158.2662693053896,91.25189940248708
22.0,3.0,-0.7806561023520486,2.9122767379181402,175.88348007212764,71.88150967997586
22.0,5.0,0.6927365492152657,1.57352748079716,162.84310953633036,133.2657485388395
19.0,4.0,0.3187722346108943,2.299141479834056,160.4146354617169,96.81835469429069
11.0,6.0,-0.6356642583427299,2.769309062892412,186.6376614885333,70.80130025703842
21.0,2.0,0.49440505050365924,1.6643809237926204,146.74112372883707,127.95590256306467
1.0,4.0,-0.048433460824314656,1.1008986938862768,134.17838646860258,150.61007535754766
15.0,6.0,-0.7303074480537421,1.5896315757957182,144.55046544130593,123.71355184241571
6.0,2.0,0.859371390286064,1.5796697499621184,167.57905682861676,153.36494888210615
5.0,5.0,-0.7743898030291967,1.5744847419089167,144.65443571760696,115.52230997654739
16.0,0.0,-0.960514283963416,2.050772809548601,153.49829210329267,98.83198430203102
18.0,6.0,-0.48679654308681,2.1247372222494354,165.05146484683843,111.7228965045591
21.0,4.0,-0.826280186151533,1.7702964851257914,146.62076510256438,107.78494652540097
5.0,5.0,-0.9665570828368619,1.6439951713672412,150.28103193265966,95.18853031976471
20.0,5.0,0.3064837529284421,2.047216591444612,164.7821276053677,130.67445622798996
19.0,5.0,-0.7360757220174166,2.460123808596773,169.6146450397929,85.84354215416896
7.0,2.0,0.12775968812397576,1.064979771615146,135.51166405659433,159.21583943115266
1.0,1.0,-0.5148203416578265,2.6514702149762934,179.44678001689,54.03255884354357
18.0,2.0,0.8813002715350198,1.2648685814269425,134.69065419237788,171.94421716441602
19.0,3.0,-0.5682880234103882,2.8128047103509717,178.70293373690598,83.69596738123795
11.0,2.0,0.04130945268314323,1.9853469464079447,162.9451234359948,106.43674940393787
3.0,0.0,0.46997451594331285,2.1285104807914594,163.13661728808265,103.17810273350243
3.0,1.0,-0.3777401627410488,2.961648235306295,193.35266926311513,44.03912888458488
9.0,6.0,0.6634787801059896,2.794436541074945,208.63414787295363,96.51232297622977
18.0,6.0,-0.3720420957371817,1.8901749019733258,156.11538600201203,119.46318178070513
7.0,5.0,-0.2242798724517947,1.404566650741782,145.98206585551787,162.7485836432821
0.0,2.0,-0.13922343494452338,2.1914998825574066,155.64712827779303,72.09879357857216
16.0,3.0,-0.1622117561363896,1.0803692241999472,124.0775885099928,152.99132215067758
17.0,0.0,0.21588730882082907,1.1341460907395047,132.45078882464415,158.54002801742732
4.0,5.0,-0.5475087768003384,1.4525884345472233,150.30767161905234,122.72354782662846
13.0,3.0,-0.34157177911407355,1.8355003629288715,149.57500734324668,112.68599411963095
9.0,6.0,-0.5420559373649703,2.3874102368549153,169.49282782783254,107.87734013718189
12.0,1.0,-0.44610950296621676,1.1978251526516077,128.06266995832436,125.30814524644394
0.0,2.0,0.5255646523280109,2.7097076235258752,181.57189060079222,88.64259721610847
15.0,4.0,0.2585335076437367,1.8995553898754154,149.50149763695478,126.95108163977272
6.0,4.0,0.925578604848069,1.3878356847855906,151.958528867362,157.25751542670093
13.0,1.0,0.9002600812540966,2.72889838619768,204.4343394480441,113.47612377656378
10.0,0.0,-0.5898291061843217,2.3817577846265587,156.714062028035,94.82789015769438
14.0,4.0,-0.5801079280777088,2.719684037862268,173.72363101103912,74.47568018772485
2.0,0.0,0.8152959224516119,2.9302934134414427,198.73389551898129,74.76143857187306
8.0,5.0,-0.7220803494830483,2.6392051817652833,176.3224506239418,79.9601473322646
15.0,5.0,0.5223700939933276,1.6860160353204425,169.90550271016588,124.61174320371242
18.0,2.0,-0.6164804738861032,2.9736573859262547,175.58574146085184,80.1260353711842
9.0,1.0,-0.7139266728339801,2.506059366745162,167.41548753970957,88.7262710606153
0.0,0.0,-0.12151222142612639,2.6380638448198495,175.1332574093568,67.81347239227844
17.0,2.0,0.368119354356476,1.7296460967252518,151.31323544863068,136.18379674030416
12.0,5.0,0.688337369224759,2.193451655716401,179.63735598034035,106.7815714144779
15.0,3.0,-0.5836979092353463,2.2446655923925007,148.49049884264022,96.47222193782552
3.0,0.0,-0.8005921180706919,1.5543471977906438,147.3920777353213,111.8755695770383
10.0,6.0,0.5854258398802115,1.9580659281980162,174.99988141745672,122.26630025984298
21.0,0.0,-0.09796554978262462,1.5431839231777595,149.9537668661164,121.69321644130751
20.0,5.0,0.21913933684818643,1.57589827030969,160.6618662617507,138.774167580271
7.0,5.0,0.16840301401276103,2.308513386491905,179.38177868596568,125.37280291493411
15.0,3.0,0.5216349929124582,1.0398276438486962,126.60422532436348,155.3231047453381
2.0,0.0,0.9791178267379141,2.5163804721937666,193.9313927412421,100.35282241674669
19.0,5.0,0.29618297826690365,1.9700800813629424,161.98966434791043,131.8887345559012
6.0,0.0,-0.26957692500278174,1.2513018253943735,134.800075755213,131.9984451607613
8.0,1.0,-0.6502203490587262,1.9660239947950673,151.6959119107994,110.2309251235093
23.0,6.0,-0.7942423620878032,1.7508743316135162,147.71229687568217,102.4781412435357
13.0,0.0,0.38310831669822054,2.7479479599226755,176.56087459442602,95.03079455653074
20.0,0.0,-0.48979278324405917,2.345868339479356,155.68035075560408,99.09264744308543
4.0,1.0,-0.4447977206723508,1.4491657081467384,146.1160278305794,122.85350160790998
18.0,4.0,-0.1133062481033622,2.831321979317323,186.67758031735633,92.38955929666007
23.0,4.0,0.05519707666938389,2.731552342533105,175.48908289249388,79.38928165744355
1.0,1.0,-0.1677039596857388,2.0865815782772716,166.57435548911468,98.70027923892064
5.0,2.0,0.9114086994733599,1.1521051649365106,151.0637460009932,152.04073651331308
3.0,6.0,-0.40381778504117616,2.326440568848515,175.62147931273614,74.53360460767102
6.0,6.0,0.20403725435689712,1.8460866302500012,179.71540041676843,124.14891409999888
7.0,6.0,-0.9675091500156103,2.2539579555912974,180.26245896508962,98.89160890292972
1.0,3.0,-0.8724563166791239,1.1964242967201337,132.3103705869489,116.96792617724137
21.0,4.0,-0.6021062374638662,1.229917113639586,119.03904026536522,133.20169562328263
6.0,3.0,-0.4373142525258398,1.299771838334692,133.08952537897136,135.73782921356408
22.0,4.0,-0.06735336135000969,2.0974501948829705,167.9591542125904,102.4977436085019
18.0,5.0,0.14841480385827888,2.442941084832346,177.30980308533495,123.51660150024802
4.0,4.0,-0.6681577826858129,1.6946258271973125,151.2076586293311,108.49974620667616
16.0,3.0,0.1572995142279705,1.186603812547946,144.8613160201594,171.69804848639728
18.0,2.0,-0.8363539202065147,1.3296914154794088,132.79489022793598,149.8701265686044
3.0,1.0,-0.2154505679804528,1.6382806670182553,152.06688006554705,103.61125806732043
3.0,6.0,0.5961941620133331,2.3451310653773048,195.5836709464846,92.79608145695076
9.0,1.0,-0.05001596179563905,1.6763696068186549,159.38109325491143,127.51542729891254
1.0,4.0,0.3321367102018591,2.421870611794845,177.58922946081256,88.59119578101617
10.0,3.0,-0.5528582184117483,2.8005674244910814,173.12538565066066,68.26550567771876
11.0,2.0,0.41504944979358305,1.6332032838090325,164.91086032300197,132.30205802618485
15.0,1.0,0.9686088832487265,1.8586501682851422,155.67613373854306,134.72579763126532
13.0,4.0,0.3018981436530108,1.8619180291185713,156.99571922267748,105.84285356636168
10.0,1.0,0.9610385732309032,1.8514127700299403,172.50759789683715,139.3124791140713
5.0,0.0,0.6677490218162991,2.232636470806822,184.93161547231668,108.56442487186261
14.0,2.0,0.5364273844729774,2.6547068673513436,189.98947073280297,83.09253094376581
10.0,5.0,-0.041611517777207174,2.1477157811239667,170.67453229721224,112.75983289228614
20.0,5.0,0.14815265002194988,1.7900132849248762,158.0247903459648,119.55801171325152
16.0,2.0,-0.5057159837728682,2.1669418486486727,155.54896697659447,118.55096175104741
17.0,6.0,0.749120908640299,2.8124694318475667,184.77418320020888,99.07220979768945
13.0,0.0,-0.9731572408351925,1.4195324946608316,125.80114822981767,120.54411111738465
8.0,1.0,0.5948010301088837,1.8542147121934967,158.63031115509142,148.76820447804226
6.0,0.0,0.8800793669256259,2.4092436620184166,181.7237610724615,102.269591698234
10.0,1.0,-0.33631935036489913,1.9843042503464192,159.3216323798269,107.81446640381715
13.0,6.0,0.5999008033539446,1.0550503751586453,141.5758095152048,155.86397499256182
8.0,0.0,-0.14144440041090545,1.615859200164039,149.27571997811066,134.41350915883615
3.0,0.0,0.7138911200481459,1.7754815058253461,157.6684643791652,137.1398546154904
2.0,0.0,0.2580416117992621,2.042496384248089,162.43487946662145,103.56296372130497
1.0,6.0,-0.8884676090243586,1.8479856814843256,150.42797919403773,95.18661665217408
4.0,2.0,-0.24867192619976608,2.3967957917778326,174.09359606901032,82.46165581239035
9.0,3.0,-0.9615140963870055,2.2452460883652794,166.86125054282476,100.07681307630033
6.0,1.0,0.4986373223591185,2.358185883692725,174.1780528926352,98.32818207043788
4.0,2.0,0.7416890298211145,1.3698407398790577,148.42124083233603,148.13615065030342
7.0,3.0,0.9922166965123145,2.854206980665092,199.31076469756195,100.77847140097602
17.0,2.0,0.052691370808348736,2.1948536449021407,156.5028004480925,105.81480218272438
7.0,0.0,-0.21741484770036612,1.5542769624927382,151.34155536415187,129.8787287175015
22.0,1.0,0.04912127781055542,2.803546490023936,191.05922164224893,77.39787001757341
13.0,4.0,-0.11300690269404101,2.274891888413244,166.01487849585135,95.3983937296611
3.0,0.0,-0.413720592377808,2.910171880473217,192.81131400258556,50.526917894520246
23.0,3.0,0.8205169692174463,1.9605679179716422,177.4851162311504,98.49157174782923
21.0,2.0,-0.2116329474370633,2.4027163403633587,175.045959309101,81.05081218921507
18.0,6.0,0.7913243616322452,1.8832586609442803,159.96699010828965,152.86209798260472
3.0,3.0,0.13300102161021332,1.615341857144845,154.62963624196894,115.61305680153978
18.0,5.0,0.6938309357663002,2.4040255486909516,183.70732921689753,102.67881395954696
16.0,1.0,0.331216498733909,1.5015292937939284,142.86894342207472,148.0895316136846
18.0,0.0,-0.06151433147894525,2.01288662294356,155.98831740568204,121.93710794924745
17.0,5.0,0.43262397144490894,2.0572931891888597,167.17646533583286,135.71772465074466
14.0,3.0,0.45092987774329707,2.055894996821983,154.4605075228866,111.07059273650525
8.0,1.0,0.7387500638316382,1.4022006930812212,143.86661835084993,150.59470989167863
22.0,2.0,-0.07839333143254801,2.7550392295717945,167.00876290574408,80.24924866085428
23.0,6.0,0.059243867338951484,2.2060532107002566,176.3863148273861,95.85118725221334
16.0,0.0,0.5284758769978948,1.888265293639174,150.56362316270307,114.3372203620208
8.0,2.0,0.029531688916913268,2.5141492141754114,185.4549625256998,112.5254197278102
12.0,3.0,0.24072206514737648,1.5567455479670131,145.7482643215824,127.54549109251766
13.0,3.0,-0.5290873814585879,2.3125510784017473,164.6022502578471,99.00507313545847
1.0,6.0,0.9521978767500705,1.7529267077142037,184.4143934539283,117.40881124494162
2.0,2.0,0.27194366843540707,1.8404636181830463,152.74533988724457,119.30550379527087
11.0,1.0,0.30109474015632864,1.7154084325684245,158.70987825955336,132.79934531902308
13.0,0.0,0.4903785825664877,2.0685382796449563,164.54325606589788,98.36144337451633
5.0,0.0,0.5754360392439855,2.4314925257570774,183.37433677257044,107.30217661594801
6.0,0.0,-0.8082001752531047,1.5539343781836796,143.2498658508002,122.24790418251851
3.0,1.0,-0.2598818976353159,1.889722718016405,162.00848232763087,86.25268284893336
21.0,1.0,0.1972803842930395,2.164470445867302,163.95992014007388,110.90109538177074
12.0,3.0,0.9883865658280702,1.66435745838363,164.3385983321254,144.375817981339
6.0,3.0,0.032946023350910236,1.4902552864860235,142.41798229392506,134.77913325695872
18.0,1.0,-0.994958931710221,2.949393870792531,180.7798550116047,66.77632630162043
23.0,4.0,0.9403970500992491,2.2576181158593647,175.34423197868648,117.27201375820941
7.0,4.0,0.10037081127214775,2.5800792615651735,176.0330477466372,101.38049556899233
21.0,6.0,-0.8699683261135491,1.341515822180451,137.18790632881672,136.8227083923588
18.0,1.0,-0.31021128976131807,2.1110943710099543,161.8304724006706,120.98251882274579
19.0,5.0,0.9176389965847942,1.385384793050405,156.49835014702202,163.87444500091735
12.0,6.0,-0.33754904981893374,2.0693654836154476,168.46171023537346,96.1536258998771
21.0,2.0,0.1111763588919279,2.030946292334003,162.0018302466931,108.79801952193705
3.0,0.0,-0.34605294494933103,1.4557853311097466,149.42571037377533,119.82875206556348
2.0,2.0,0.22516950565448535,1.4046859450542797,143.19425789226497,147.41122587688974
23.0,1.0,-0.02710248494030454,2.848177003765981,187.8230417006388,68.90388988903396
11.0,5.0,-0.34190101618423707,2.7061920280021523,183.29744190076855,82.5585747024458
9.0,6.0,-0.8096183748310739,1.8074576929471762,164.81335531202794,106.91871002939091
17.0,6.0,-0.434045188418827,1.276360225939055,133.11708261432412,144.44724735411828
7.0,0.0,0.24140706038003756,1.6336579346943723,164.81052664105627,139.78931525265736
15.0,5.0,0.02889314594513248,2.071263371963383,166.07731333615305,99.80848021012247
20.0,5.0,-0.1124224499024058,1.9788042397403656,160.30039479801587,113.1323042257644
19.0,5.0,0.14385153068117762,2.3289558317558905,170.33359061275792,119.52559297302679
2.0,0.0,-0.2499824580817609,1.310151272699384,129.6302350959186,143.7555394669476
23.0,3.0,0.038462547414250814,2.246468172027302,159.33492521375996,99.55940606898562
17.0,1.0,0.14558017698155346,2.3276773186472965,174.7476361946686,110.48190133484933
16.0,0.0,0.42987032741383246,2.2189304208586895,161.9928532116787,119.19818669523141
4.0,4.0,0.9275135730373336,1.6849134430984807,165.44728530930414,119.85318000413598
22.0,6.0,-0.5499376068292496,2.897256694087695,184.43125843520772,57.71968391808357
9.0,5.0,0.9519057313446238,1.1975543961615835,150.2573977494936,156.12261894229613
22.0,1.0,0.9703709353235088,2.5137846827552863,171.32909133258414,100.556003082881
5.0,4.0,0.6138680339423233,1.8225568375622834,166.43999728942737,128.3652387332728
2.0,2.0,0.43003304692187005,2.7725459243701795,193.07566669180363,73.24365412997298
20.0,6.0,-0.8632980912724306,1.288120535913263,126.74499120579351,128.17324302204682
14.0,0.0,0.5602354437465691,2.835170964624319,176.4960448493407,97.92374235004644
9.0,6.0,0.2225269183023868,1.1817044637987044,163.24267438903183,168.28295442764767
23.0,1.0,-0.5006423426432121,1.843126784540241,145.14775215587505,103.97939268999794
23.0,1.0,-0.5156655410174107,1.2248484589981175,123.68971068033795,123.16345804242832
0.0,4.0,-0.3327951826991882,2.8450722602681635,178.82182429820597,73.75750105316901
15.0,3.0,-0.35765806520307053,1.6141367451763518,142.30905412822867,135.29928507731088
19.0,0.0,-0.2013041471464725,2.1255703801244508,161.75219418886985,111.61415255780605
16.0,3.0,0.0615187885761217,2.8863157016434835,194.6717210863093,82.89902402045429
14.0,3.0,0.5807446641665988,2.057221850988213,166.6417093767912,104.8123870918417
12.0,1.0,-0.20424911604299645,1.0340567368470832,122.99240432795372,126.57553089872387
12.0,5.0,-0.94365820447711,2.5777241885180326,177.12537272284436,64.28525430683534
